id,console-name,product-name,retail-loose-buy,retail-loose-sell,retail-cib-buy,retail-cib-sell,gamestop-price,genre,upc
15184,Atari 2600,Crossbow,$1.88,$9.39,$2.00,$9.99,"",Action & Adventure,none
15185,Atari 2600,Cruise Missile,$2.00,$9.99,$2.60,$12.99,"",Action & Adventure,none
32707,Atari 2600,Crypt of Chaos [Xante],"","","","","",Action & Adventure,none
15186,Atari 2600,Crypts of Chaos,$1.04,$5.19,$9.90,$32.99,"",Action & Adventure,none
15187,Atari 2600,Crystal Castles,$0.84,$4.19,$2.80,$13.99,"",Action & Adventure,070000261107
15188,Atari 2600,Custer's Revenge,$32.80,$81.99,$40.00,$99.99,"",Action & Adventure,none
15189,Atari 2600,Dancing Plate,"","","","","",Action & Adventure,none
34579,Atari 2600,Dare Diver,"",$3.69,$4.00,$19.99,"",Action & Adventure,none
15190,Atari 2600,Dark Cavern,"",$3.09,$1.00,$4.99,"",Action & Adventure,none
15191,Atari 2600,Dark Chambers,$1.06,$5.29,$1.60,$8.09,"",Action & Adventure,none
15192,Atari 2600,Deadly Discs,$6.30,$20.99,$6.90,$22.99,"",Action & Adventure,none
15193,Atari 2600,Deadly Duck,$1.04,$5.19,$14.80,$36.99,"",Action & Adventure,none
15194,Atari 2600,Death Trap,$14.80,$36.99,$18.40,$45.99,"",Action & Adventure,none
15195,Atari 2600,Decathlon,"",$3.09,$1.90,$9.39,"",Action & Adventure,473109752062
15196,Atari 2600,Defender,"",$2.19,$1.40,$7.19,"",Action & Adventure,014633084085
15197,Atari 2600,Defender II,$2.00,$9.99,$3.60,$17.99,"",Action & Adventure,077000410160
15198,Atari 2600,Demolition Herby,$7.80,$25.99,$41.20,$102.99,"",Action & Adventure,none
15199,Atari 2600,Demon Attack,"",$3.39,$1.90,$9.59,"",Action & Adventure,049392078082
32708,Atari 2600,Demon Attack [Xante],"","","","","",Action & Adventure,none
15200,Atari 2600,Demons to Diamonds,"",$2.09,$1.50,$7.29,"",Action & Adventure,014633130102
15201,Atari 2600,Desert Falcon,"",$1.99,$1.30,$6.29,"",Action & Adventure,none
15202,Atari 2600,Dice Puzzle,"","","","","",Action & Adventure,none
15203,Atari 2600,Dig Dug,$1.04,$5.19,$1.70,$8.39,"",Action & Adventure,none
15204,Atari 2600,Dishaster,$1.42,$7.09,$28.00,$69.99,"",Action & Adventure,none
15205,Atari 2600,Dodge 'Em,"",$1.99,$1.90,$9.39,"",Action & Adventure,none
21782,Atari 2600,Dodger Cars,"",$2.59,$7.80,$25.99,"",Action & Adventure,none
15206,Atari 2600,Dolphin,$0.94,$4.69,$3.80,$18.99,"",Action & Adventure,770000000248
15207,Atari 2600,Donkey Kong,$0.96,$4.79,$1.50,$7.39,"",Action & Adventure,074666502291
15208,Atari 2600,Donkey Kong Jr,$1.26,$6.29,$7.80,$25.99,"",Action & Adventure,none
15209,Atari 2600,Double Dragon,$6.90,$22.99,$9.90,$32.99,"",Action & Adventure,473109752710
15210,Atari 2600,Double Dunk,$1.26,$6.29,$1.80,$8.99,"",Action & Adventure,none
15211,Atari 2600,Dragonfire,$1.04,$5.19,$1.60,$7.99,"",Action & Adventure,none
15212,Atari 2600,Dragonstomper,$6.90,$22.99,$8.10,$26.99,"",Action & Adventure,none
15213,Atari 2600,Dragster,$0.80,$3.99,$1.50,$7.59,"",Action & Adventure,790145159298
15214,Atari 2600,Dumbo's Flying Circus,"","","","","",Action & Adventure,none
15215,Atari 2600,E.T. the Extra-Terrestrial,$1.06,$5.29,$7.20,$23.99,"",Action & Adventure,none
32712,Atari 2600,ECPC Cartridge,"","","","","",Accessories,none
15216,Atari 2600,Earth Attack,$1.48,$7.39,$1.50,$7.39,"",Action & Adventure,none
15217,Atari 2600,Earth Dies Screaming,$1.68,$8.39,$48.00,$119.99,"",Action & Adventure,none
15218,Atari 2600,Eggomania,"",$2.39,$2.60,$12.99,"",Action & Adventure,none
15219,Atari 2600,Elevator Action,$27.20,$67.99,$33.20,$82.99,"",Action & Adventure,none
15220,Atari 2600,Eli's Ladder,$630.00,$1574.99,$786.80,$1966.99,"",Action & Adventure,none
15221,Atari 2600,Encounter at L-5,$1.04,$5.19,$7.20,$23.99,"",Action & Adventure,none
15222,Atari 2600,Enduro,"",$3.19,$6.30,$20.99,"",Action & Adventure,790145159540
15223,Atari 2600,Entombed,"",$3.09,$7.80,$25.99,"",Action & Adventure,none
15224,Atari 2600,Escape From The Mindmaster,$1.46,$7.29,$2.20,$10.99,"",Action & Adventure,none
15225,Atari 2600,Espial,$58.00,$144.99,$83.60,$208.99,"",Action & Adventure,none
15226,Atari 2600,Exocet,$3.80,$18.99,$6.60,$21.99,"",Action & Adventure,none
15227,Atari 2600,Fall Guy,"","","","","",Action & Adventure,none
15228,Atari 2600,Fantastic Voyage,$1.46,$7.29,$2.20,$10.99,"",Action & Adventure,none
15229,Atari 2600,Fast Eddie,$1.26,$6.29,$6.30,$20.99,"",Action & Adventure,none
15230,Atari 2600,Fast Food,$1.04,$5.19,$2.00,$9.99,"",Action & Adventure,014633086560
15231,Atari 2600,Fatal Run,$6.30,$20.99,$7.20,$23.99,"",Action & Adventure,077000504692
15232,Atari 2600,Fathom,$1.52,$7.59,$16.80,$41.99,"",Action & Adventure,none
15233,Atari 2600,Final Approach,$2.00,$9.99,$3.20,$15.99,"",Action & Adventure,none
15234,Atari 2600,Fire Fighter,"",$2.89,$1.40,$6.79,"",Action & Adventure,none
15235,Atari 2600,Fire Fly,"",$3.09,$16.80,$41.99,"",Action & Adventure,none
15236,Atari 2600,Fireball,$2.00,$9.99,$2.00,$9.99,"",Action & Adventure,none
15237,Atari 2600,Fisher Price,$3.20,$15.99,$3.60,$17.99,"",Action & Adventure,none
15238,Atari 2600,Fishing Derby,$1.00,$4.99,$1.50,$7.29,"",Action & Adventure,none
15239,Atari 2600,Flag Capture,"",$1.99,$1.60,$7.89,"",Action & Adventure,077000026446
15240,Atari 2600,Flash Gordon,"",$2.39,$2.20,$10.99,"",Action & Adventure,473109754448
15241,Atari 2600,Football,$1.36,$6.79,$1.40,$6.79,"",Action & Adventure,014633122503
15242,Atari 2600,Frankenstein's Monster,$3.20,$15.99,$24.80,$61.99,"",Action & Adventure,none
15243,Atari 2600,Freeway,"",$3.09,$1.10,$5.49,"",Action & Adventure,014633111705
15244,Atari 2600,Frogger,$1.04,$5.19,$2.00,$9.99,"",Action & Adventure,070989304314
15245,Atari 2600,Frogger II Threeedeep!,$3.80,$18.99,$91.60,$228.99,"",Action & Adventure,033919100011
15246,Atari 2600,Frogs and Flies,"",$3.69,$2.00,$9.99,"",Action & Adventure,none
15247,Atari 2600,Frontline,$0.84,$4.19,$46.00,$114.99,"",Action & Adventure,none
15248,Atari 2600,Frostbite,$2.00,$9.99,$6.90,$22.99,"",Action & Adventure,047875100312
15249,Atari 2600,Fun With Numbers,"",$3.69,$6.30,$20.99,"",Action & Adventure,014633048902
15250,Atari 2600,G.I. Joe Cobra Strike,$1.04,$5.19,$3.20,$15.99,"",Action & Adventure,014633134520
15251,Atari 2600,Galaxian,$0.94,$4.69,$1.70,$8.39,"",Action & Adventure,077000026842
34662,Atari 2600,Gama Attack,"","","","","",Action & Adventure,none
19391,Atari 2600,Gamma-Attack,$168.00,$419.99,$209.20,$522.99,"",Action & Adventure,none
15252,Atari 2600,Gangster Alley,$1.02,$5.09,$1.10,$5.59,"",Action & Adventure,none
15253,Atari 2600,Garfield,$3.40,$16.99,$3.80,$18.99,"",Action & Adventure,none
15254,Atari 2600,Gas Hog,$3.20,$15.99,$3.60,$17.99,"",Action & Adventure,none
15255,Atari 2600,Gauntlet,$28.00,$69.99,$34.00,$84.99,"",Action & Adventure,none
15257,Atari 2600,Ghost Manor,$2.40,$11.99,$128.00,$319.99,"",Action & Adventure,none
15256,Atari 2600,Ghost Manor/Spike's Peak,$1.58,$7.89,$40.00,$99.99,"",Action & Adventure,none
15258,Atari 2600,Ghostbusters,$2.00,$9.99,$6.30,$20.99,"",Action & Adventure,none
15259,Atari 2600,Ghostbusters II,"","","","","",Action & Adventure,473109755520
15261,Atari 2600,Glacier Patrol,"","","","","",Action & Adventure,none
15262,Atari 2600,Glib,$42.00,$104.99,$120.80,$301.99,"",Action & Adventure,none
15263,Atari 2600,Golf,$0.78,$3.89,$2.00,$9.99,"",Action & Adventure,014633134865
15264,Atari 2600,Gopher,"",$3.09,$3.80,$18.99,"",Action & Adventure,none
15265,Atari 2600,Gorf,$1.00,$4.99,$3.40,$16.99,"",Action & Adventure,none
15266,Atari 2600,Grand Prix,"",$3.09,$1.80,$8.89,"",Action & Adventure,none
15267,Atari 2600,Gravitar,$1.26,$6.29,$1.30,$6.29,"",Action & Adventure,051131802643
15268,Atari 2600,Great Escape,$25.20,$62.99,$30.80,$76.99,"",Action & Adventure,473109755971
15269,Atari 2600,Gremlins,$6.30,$20.99,$32.80,$81.99,"",Action & Adventure,none
15270,Atari 2600,Guardian,$26.80,$66.99,$420.00,$1049.99,"",Action & Adventure,none
15271,Atari 2600,Gunslinger,"",$3.69,$1.70,$8.39,"",Action & Adventure,017133462605
15272,Atari 2600,Gyruss,$0.84,$4.19,$29.60,$73.99,"",Action & Adventure,none
15273,Atari 2600,H.E.R.O.,$8.10,$26.99,$23.20,$57.99,"",Action & Adventure,473109756275
15274,Atari 2600,Halloween,$39.20,$97.99,$420.00,$1049.99,"",Action & Adventure,none
15275,Atari 2600,Hangman,"",$3.69,$1.90,$9.39,"",Action & Adventure,014633120035
15276,Atari 2600,Harbor Escape,$14.40,$35.99,$76.00,$189.99,"",Action & Adventure,none
15277,Atari 2600,Haunted House,"",$3.19,$1.50,$7.29,"",Action & Adventure,014633117790
15278,Atari 2600,Holey Moley,"","","","","",Action & Adventure,none
15279,Atari 2600,Home Run,"",$2.99,$1.20,$5.99,"",Action & Adventure,017126888764
15280,Atari 2600,Human Cannonball,"",$2.39,$1.60,$8.19,"",Action & Adventure,014633068702
15281,Atari 2600,Hunt & Score,$1.04,$5.19,$20.80,$51.99,"",Action & Adventure,none
15282,Atari 2600,I Want My Mommy,$6.90,$22.99,$37.20,$92.99,"",Action & Adventure,014633140545
15283,Atari 2600,Ice Hockey,"",$3.09,$1.00,$4.99,"",Action & Adventure,none
15285,Atari 2600,Ikari Warriors,$1.20,$5.99,$6.90,$22.99,"",Action & Adventure,none
15286,Atari 2600,Immies & Aggies,$1.90,$9.49,$2.00,$9.99,"",Action & Adventure,none
15287,Atari 2600,In Search of the Golden Skull,"","","","","",Action & Adventure,none
15284,Atari 2600,Inca Gold,$7.20,$23.99,$8.40,$27.99,"",Action & Adventure,none
15288,Atari 2600,Incredible Hulk,"","",$4.00,$19.99,"",Action & Adventure,none
15289,Atari 2600,Indy 500,$0.86,$4.29,$1.00,$4.99,"",Action & Adventure,014633110890
15290,Atari 2600,Infiltrate,"",$1.99,$7.80,$25.99,"",Action & Adventure,none
15291,Atari 2600,International Soccer,$0.84,$4.19,$2.80,$13.99,"",Action & Adventure,473109758057
15293,Atari 2600,James Bond 007,$3.80,$18.99,$23.60,$58.99,"",Action & Adventure,none
15294,Atari 2600,Jawbreaker,$6.30,$20.99,$25.20,$62.99,"",Action & Adventure,none
15295,Atari 2600,Journey Escape,"",$3.09,$1.00,$4.99,"",Action & Adventure,none
15296,Atari 2600,Joust,$0.84,$4.19,$3.00,$14.99,"",Action & Adventure,077000026910
15297,Atari 2600,Jr. Pac-Man,$1.06,$5.29,$1.40,$6.79,"",Action & Adventure,473109758705
15298,Atari 2600,Jungle Fever/Knight on the Town,$68.40,$170.99,$84.80,$211.99,"",Action & Adventure,none
15299,Atari 2600,Jungle Hunt,"",$3.39,$1.00,$4.99,"",Action & Adventure,none
15300,Atari 2600,Kaboom!,$0.98,$4.89,$2.40,$11.99,"",Action & Adventure,076410450346
15301,Atari 2600,Kangaroo,"",$2.09,$1.00,$4.99,"",Action & Adventure,none
15302,Atari 2600,Karate,$1.46,$7.29,$2.60,$12.99,"",Action & Adventure,none
32711,Atari 2600,Karate [Ultravision],"","","","","",Action & Adventure,none
15303,Atari 2600,Keystone Kapers,$1.04,$5.19,$1.00,$5.19,"",Action & Adventure,014633094510
15304,Atari 2600,Killer Satellites,$3.20,$15.99,$6.90,$22.99,"",Action & Adventure,none
15305,Atari 2600,King Kong,$3.40,$16.99,$34.40,$85.99,"",Action & Adventure,none
15306,Atari 2600,Klax,"","","","","",Action & Adventure,473109759214
15308,Atari 2600,Kool-Aid Man,$1.46,$7.29,$3.20,$15.99,"",Action & Adventure,654325432222
15309,Atari 2600,Kreuzfeuer,"","","","","",Action & Adventure,none
15310,Atari 2600,Krull,$1.26,$6.29,$4.00,$19.99,"",Action & Adventure,none
34619,Atari 2600,Kung Fun Sidekicks,"","","","","",Action & Adventure,none
15311,Atari 2600,Kung-Fu Master,$1.68,$8.39,$3.80,$18.99,"",Action & Adventure,none
15312,Atari 2600,Kyphus,"","","","","",Action & Adventure,none
15314,Atari 2600,Laser Blast,"",$2.89,$1.80,$9.19,"",Action & Adventure,014633092844
15315,Atari 2600,Laser Gates,$3.00,$14.99,$18.00,$44.99,"",Action & Adventure,none
15316,Atari 2600,Laser Volley,$3.00,$14.99,$3.40,$16.99,"",Action & Adventure,none
15317,Atari 2600,Lochjaw,$130.40,$325.99,$4200.00,$10499.99,"",Action & Adventure,none
15318,Atari 2600,Lock 'N Chase,"",$2.09,$1.00,$4.99,"",Action & Adventure,none
15320,Atari 2600,London Blitz,$2.60,$12.99,$20.80,$51.99,"",Action & Adventure,473109760074
15321,Atari 2600,Lord of the Rings Journey to Rivendell,$3.20,$15.99,$3.60,$17.99,"",Action & Adventure,none
15322,Atari 2600,Lost Luggage,$1.04,$5.19,$7.80,$25.99,"",Action & Adventure,none
15323,Atari 2600,M*A*S*H,"",$3.19,$7.80,$25.99,"",Action & Adventure,014633114980
15324,Atari 2600,M.A.D.,$1.06,$5.29,$9.30,$30.99,"",Action & Adventure,none
15325,Atari 2600,Magicard,$56.40,$140.99,$1000.40,$2500.99,"",Action & Adventure,none
15326,Atari 2600,Malagai,$27.60,$68.99,$33.60,$83.99,"",Action & Adventure,none
19371,Atari 2600,Mangia,$130.40,$325.99,$483.20,$1207.99,"",Action & Adventure,none
15328,Atari 2600,Marauder,$18.80,$46.99,$60.00,$149.99,"",Action & Adventure,none
15329,Atari 2600,Marine Wars,$3.20,$15.99,$25.20,$62.99,"",Action & Adventure,none
15330,Atari 2600,Mario Bros.,$1.90,$9.49,$9.30,$30.99,"",Action & Adventure,077000500748
15331,Atari 2600,Master Builder,$25.20,$62.99,$125.60,$313.99,"",Action & Adventure,none
15332,Atari 2600,Masters of the Universe The Power of He-Man,$3.00,$14.99,$15.20,$37.99,"",Action & Adventure,none
15333,Atari 2600,Math Gran Prix,$0.94,$4.69,$2.80,$13.99,"",Action & Adventure,none
34306,Atari 2600,Maze,"",$1.99,$1.00,$4.99,"",Action & Adventure,none
15334,Atari 2600,Maze Craze A Game of Cops and Robbers,"",$3.09,$1.50,$7.29,"",Action & Adventure,014633096682
15335,Atari 2600,McDonald's,"","","","","",Action & Adventure,none
15336,Atari 2600,Megaforce,$2.80,$13.99,$3.00,$14.99,"",Action & Adventure,none
15337,Atari 2600,Megamania,$1.16,$5.79,$2.20,$10.99,"",Action & Adventure,011491985356
15338,Atari 2600,Meltdown,$1.04,$5.19,$25.20,$62.99,"",Action & Adventure,none
15339,Atari 2600,Midnight Magic,"",$3.09,$2.40,$11.99,"",Action & Adventure,077000261298
15340,Atari 2600,Millipede,$0.84,$4.19,$2.00,$9.99,"",Action & Adventure,770000026910
15342,Atari 2600,Miner 2049er,$2.40,$11.99,$47.20,$117.99,"",Action & Adventure,030083311175
15341,Atari 2600,Miner 2049er II,$18.80,$46.99,$22.80,$56.99,"",Action & Adventure,none
21164,Atari 2600,Mines of Minos,$10.50,$34.99,$55.20,$137.99,"",Action & Adventure,none
15343,Atari 2600,Miniature Golf,$0.82,$4.09,$2.00,$9.99,"",Action & Adventure,none
15344,Atari 2600,Missile Command,"",$2.09,$1.00,$5.19,"",Action & Adventure,000121128102
15345,Atari 2600,Missile Control,"","","","","",Action & Adventure,none
15346,Atari 2600,Mission 3000 A.D.,$3.60,$17.99,$4.00,$19.99,"",Action & Adventure,none
15347,Atari 2600,Mission Survive,$25.20,$62.99,$30.80,$76.99,"",Action & Adventure,none
15348,Atari 2600,Mogul Maniac,$1.30,$6.49,$1.30,$6.49,"",Action & Adventure,none
15349,Atari 2600,Montezuma's Revenge Starring Panama Joe,$14.80,$36.99,$17.60,$43.99,"",Action & Adventure,026102631829
15350,Atari 2600,Moon Patrol,$0.84,$4.19,$1.00,$4.99,"",Action & Adventure,none
15351,Atari 2600,Moonsweeper,$1.10,$5.49,$6.60,$21.99,"",Action & Adventure,047875710016
15352,Atari 2600,MotoRodeo,"",$1.99,$3.20,$15.99,"",Action & Adventure,none
15353,Atari 2600,Motocross Racer,$7.80,$25.99,$84.40,$210.99,"",Action & Adventure,473109761811
15354,Atari 2600,Mountain King,$1.04,$5.19,$2.60,$12.99,"",Action & Adventure,473109761873
15355,Atari 2600,Mouse Trap,"",$3.39,$1.10,$5.29,"",Action & Adventure,070989068711
15356,Atari 2600,Mr. Do!,$2.00,$9.99,$33.60,$83.99,"",Action & Adventure,026102765951
15357,Atari 2600,Mr. Do's Castle,"",$3.09,"",$3.09,"",Action & Adventure,none
15358,Atari 2600,Mr. Postman,$6.30,$20.99,$7.20,$23.99,"",Action & Adventure,none
15359,Atari 2600,Ms. Pac-Man,$1.00,$4.99,$2.40,$11.99,"",Action & Adventure,077000026750
15360,Atari 2600,My Golf,$1.90,$9.49,$2.00,$9.99,"",Action & Adventure,none
15362,Atari 2600,Name This Game,$1.16,$5.79,$15.20,$37.99,"",Action & Adventure,none
15363,Atari 2600,Night Driver,"",$3.09,$1.70,$8.39,"",Action & Adventure,none
15364,Atari 2600,Night Stalker,$7.20,$23.99,$8.40,$27.99,"",Action & Adventure,none
32709,Atari 2600,No Escape [Xante],"","","","","",Action & Adventure,none
15365,Atari 2600,No Escape!,$0.84,$4.19,$6.30,$20.99,"",Action & Adventure,none
15367,Atari 2600,Nuts,$1.78,$8.89,$1.80,$8.99,"",Action & Adventure,none
21165,Atari 2600,Obelix,$7.20,$23.99,$109.60,$273.99,"",Action & Adventure,none
15368,Atari 2600,Ocean City Defender,$1.90,$9.49,$2.00,$9.99,"",Action & Adventure,none
15369,Atari 2600,Off the Wall,$1.22,$6.09,$16.80,$41.99,"",Action & Adventure,077000504838
15370,Atari 2600,Oink!,"",$3.09,$2.20,$10.99,"",Action & Adventure,473109762894
15371,Atari 2600,Omega Race,$1.26,$6.29,$29.20,$72.99,"",Action & Adventure,076930024485
15372,Atari 2600,Oscar's Trash Race,$1.04,$5.19,$29.20,$72.99,"",Action & Adventure,none
15373,Atari 2600,Othello,"",$3.09,$2.00,$9.99,"",Action & Adventure,014633109016
15374,Atari 2600,Out of Control,$84.00,$209.99,$304.40,$760.99,"",Action & Adventure,none
15375,Atari 2600,Outer Space,$1.30,$6.49,$1.30,$6.49,"",Action & Adventure,none
15376,Atari 2600,Outlaw,"",$1.99,$1.80,$8.89,"",Action & Adventure,071693207274
15377,Atari 2600,Pac-Kong,$1.36,$6.79,$1.40,$6.79,"",Action & Adventure,none
15378,Atari 2600,Pac-Man,"",$3.09,$1.70,$8.29,"",Action & Adventure,000121905222
15379,Atari 2600,Panda Chase,"","","","","",Action & Adventure,none
15380,Atari 2600,Parachute,$7.80,$25.99,$9.00,$29.99,"",Action & Adventure,none
15381,Atari 2600,Party Mix,$42.00,$104.99,$51.60,$128.99,"",Action & Adventure,none
15609,Atari 2600,Pele's Soccer,"",$3.69,$1.90,$9.39,"",Action & Adventure,none
15385,Atari 2600,Pengo,$8.10,$26.99,$55.60,$138.99,"",Action & Adventure,none
19448,Atari 2600,Pepsi Invaders,$377.20,$942.99,$1470.00,$3674.99,"",Action & Adventure,none
15386,Atari 2600,Pete Rose Baseball,$2.00,$9.99,$2.00,$9.99,"",Action & Adventure,none
15387,Atari 2600,Phantom Tank,$25.20,$62.99,$30.80,$76.99,"",Action & Adventure,none
15388,Atari 2600,Phaser Patrol,$20.80,$51.99,$23.60,$58.99,"",Action & Adventure,none
15151,Atari 2600,Philly Flasher/Cathouse Blues,$24.00,$59.99,$73.60,$183.99,"",Action & Adventure,none
15390,Atari 2600,Phoenix,"",$3.29,$1.30,$6.29,"",Action & Adventure,077000500694
15391,Atari 2600,Picnic,"",$1.99,$18.00,$44.99,"",Action & Adventure,019845915233
15392,Atari 2600,Piece o'Cake,$1.10,$5.49,$20.80,$51.99,"",Action & Adventure,none
15393,Atari 2600,Pigs In Space,"",$3.69,$16.80,$41.99,"",Action & Adventure,none
15394,Atari 2600,Pinball,$1.26,$6.29,$1.30,$6.29,"",Action & Adventure,none
15396,Atari 2600,Pitfall II Lost Caverns,$2.80,$13.99,$7.80,$25.99,"",Action & Adventure,473109763990
15395,Atari 2600,Pitfall!,$1.04,$5.19,$1.00,$5.19,"",Action & Adventure,074470566809
15397,Atari 2600,Planet Patrol,$1.04,$5.19,$6.90,$22.99,"",Action & Adventure,none
15398,Atari 2600,Plaque Attack,"",$3.09,$3.00,$14.99,"",Action & Adventure,none
15399,Atari 2600,Poker Plus,$1.16,$5.79,$27.20,$67.99,"",Action & Adventure,000121642264
15400,Atari 2600,Polaris,$7.80,$25.99,$53.20,$132.99,"",Action & Adventure,none
15401,Atari 2600,Pole Position,$1.00,$4.99,$2.60,$12.99,"",Action & Adventure,none
21117,Atari 2600,Polo,$1.90,$9.49,$2.00,$9.99,"",Action & Adventure,none
15402,Atari 2600,Pompeii,"","","","","",Action & Adventure,none
32729,Atari 2600,Pong Sports,$2.60,$12.99,$2.80,$13.99,"",Sports,none
15403,Atari 2600,Pooyan,$2.00,$9.99,$9.30,$30.99,"",Action & Adventure,none
15404,Atari 2600,Popeye,$0.84,$4.19,$6.30,$20.99,"",Action & Adventure,014633127409
15405,Atari 2600,Porky's,$1.46,$7.29,$19.20,$47.99,"",Action & Adventure,none
15406,Atari 2600,Pressure Cooker,$1.48,$7.39,$2.80,$13.99,"",Action & Adventure,047875100329
15407,Atari 2600,Private Eye,$2.80,$13.99,$14.40,$35.99,"",Action & Adventure,none
15409,Atari 2600,Q*bert,"",$3.19,$15.20,$37.99,"",Action & Adventure,077000410085
15408,Atari 2600,Q-bert's Qubes,$27.20,$67.99,$188.40,$470.99,"",Action & Adventure,none
15410,Atari 2600,Quadrun,$32.00,$79.99,$39.20,$97.99,"",Action & Adventure,none
15411,Atari 2600,Quest for Quintana Roo,$7.80,$25.99,$9.00,$29.99,"",Action & Adventure,473109764850
15412,Atari 2600,Quick Step,$2.00,$9.99,$7.80,$25.99,"",Action & Adventure,none
15413,Atari 2600,Rabbit Transit,$3.40,$16.99,$3.80,$18.99,"",Action & Adventure,none
15414,Atari 2600,Racquetball,$1.36,$6.79,$3.00,$14.99,"",Action & Adventure,none
15416,Atari 2600,Radar,$9.30,$30.99,$146.00,$364.99,"",Action & Adventure,none
15415,Atari 2600,Radar Lock,$3.00,$14.99,$6.30,$20.99,"",Action & Adventure,none
15417,Atari 2600,Raft Rider,$1.46,$7.29,$25.20,$62.99,"",Action & Adventure,048316000017
15418,Atari 2600,Raiders of the Lost Ark,"",$3.09,$2.40,$11.99,"",Action & Adventure,014633119084
15419,Atari 2600,Ram It,$6.90,$22.99,$51.60,$128.99,"",Action & Adventure,none
15420,Atari 2600,Rampage,$4.00,$19.99,$29.20,$72.99,"",Action & Adventure,473109765192
15421,Atari 2600,Reactor,"",$3.09,$2.60,$12.99,"",Action & Adventure,014633170320
15422,Atari 2600,Realsports Baseball,"",$3.09,$1.20,$6.19,"",Action & Adventure,077000026408
15423,Atari 2600,Realsports Boxing,$0.84,$4.19,$1.00,$4.99,"",Action & Adventure,none
15424,Atari 2600,Realsports Football,"",$2.09,$1.70,$8.29,"",Action & Adventure,024034698316
15425,Atari 2600,Realsports Soccer,"",$1.99,$1.30,$6.29,"",Action & Adventure,none
15426,Atari 2600,Realsports Tennis,"",$1.99,$2.00,$9.99,"",Action & Adventure,none
15427,Atari 2600,Realsports Volleyball,"",$3.09,$1.00,$4.99,"",Action & Adventure,none
33013,Atari 2600,Red Sea Crossing,$5828.80,$14571.99,$7285.20,$18212.99,"",Action & Adventure,none
21166,Atari 2600,Rescue Terra I,$62.80,$156.99,$117.60,$293.99,"",Action & Adventure,none
15428,Atari 2600,Revenge of the Beefsteak Tomatoes,$1.04,$5.19,$2.00,$9.99,"",Action & Adventure,none
15429,Atari 2600,Riddle of the Sphinx,"",$2.09,$2.00,$9.99,"",Action & Adventure,none
